Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
swisspar_tibsovo.pdf,69077,Not reported,Tibsovo,ivosidenib,Servier (Suisse) SA,Small molecule,film-coated tablets,oral,approved,authorised,13.06.2024,2024,yes,no,"Tibsovo in combination with azacitidine is indicated for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (AML) presenting an isocitrate dehydrogenase-1 (IDH1) R132 mutation, who do not fulfil the conditions to receive intensive induction chemotherapy; Tibsovo as monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma presenting an IDH1 R132 mutation, who have previously been treated with at least one previous line of systemic treatment.","Acute myeloid leukaemia: Tibsovo, in combination with azacitidine, is indicated for the treatment of adult patients with newly diagnosed acute myeloid leukaemia (AML) with an isocitrate dehydrogenase-1 (IDH1) R132 mutation who are not eligible to receive intensive induction chemotherapy. Patients with acute promyelocytic leukaemia (APL) are excluded. Cholangiocarcinoma: Tibsovo monotherapy is indicated for the treatment of adult patients with locally advanced or metastatic cholangiocarcinoma with an IDH1 R132 mutation whose disease has progressed after at least one line of systemic therapy.",Neoplasms; Diseases of the blood and blood-forming organs,02.12.2022,2022,yes,CHMP
swisspar_xevudy_final.pdf,68471,Not reported,XEVUDY,sotrovimab,GlaxoSmithKline AG,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),14.01.2022,2022,no,no,For the treatment of patients with coronavirus disease 2019 (COVID-19) who do not require oxygen supplementation and who are at risk of progressing to severe COVID-19,Xevudy is indicated for the treatment of confirmed coronavirus disease 2019 (COVID-19) in adults and adolescents (from the age of 12 years and with a body weight of at least 40 kg) who do not require oxygen therapy or hospitalisation for COVID-19 and who are at risk of developing a more severe COVID-19 course,Infectious and parasitic diseases,06.05.2021,2021,yes,Therapeutic Goods Administration of Australia (TGA)
swisspar_jaypirca.pdf,68733,Not reported,Jaypirca,pirtobrutinib,Eli Lilly (Suisse) SA,Small molecule,film-coated tablet,oral,temporary authorisation,authorised (under additional monitoring),30.11.2023,2023,yes,no,"Jaypirca is a kinase inhibitor indicated for the treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL) after at least 2 lines of systemic therapy, including a BTK inhibitor, and when CAR T is not a treatment option.","Jaypirca as monotherapy is indicated for treatment of adult patients with recurrent or refractory mantle cell lymphoma (MCL), who have received at least 2 prior lines of systemic treatment, including an anti-CD20 antibody and a Bruton’s tyrosine kinase (BTK) inhibitor, and if the patients are not suitable for CAR T-cell therapy.",Neoplasms; Diseases of the blood and blood-forming organs,24.05.2023,2023,yes,U.S. Food and Drug Administration (FDA)
swisspar_skyclarys.pdf,69610,Not reported,Skyclarys,omaveloxolon,Biogen Switzerland AG,Small molecule,capsules,oral,approved,authorised (under additional monitoring),24.09.2024,2024,yes,no,Skyclarys is indicated for the treatment of Friedreich’s ataxia in adults and adolescents aged 16 years and older.,Skyclarys is indicated for the treatment of Friedreich's ataxia in adults and adolescents aged 16 years and older.,Diseases of the nervous system,15.01.2024,2024,yes,FDA
swisspar_truqap.pdf,69300,Not reported,Truqap,capivasertib,AstraZeneca AG,Small molecule,tablets,oral,approved,authorised (under additional monitoring),19.03.2024,2024,no,no,Capivasertib is indicated in combination with fulvestrant for the treatment of adult patients with HR-positive HER2-negative locally advanced or metastatic breast cancer following recurrence or progression on or after an endocrine-based regimen.,"Truqap is indicated in combination with fulvestrant for the treatment of adult female patients with hormone receptor (HR) positive, human epidermal growth factor receptor 2 (HER2) negative locally advanced or metastatic breast cancer with one or more PIK3CA/AKT1/PTEN alterations following recurrence or progression on or after an endocrine-based regimen.",Neoplasms,25.04.2023,2023,no,NA
swisspar_elrexfio_final-1.pdf,68646,Not reported,Elrexfio,elranatamab,Pfizer AG,Biologics,solution for injection,subcutaneous,temporary authorisation,authorised (under additional monitoring),05.09.2023,2023,yes,no,"Elrexfio is indicated as monotherapy for the treatment of adult patients with relapsed or refractory multiple myeloma, who have received at least three prior therapies, including an immunomodulatory agent, a proteasome inhibitor, and an anti-CD38 monoclonal antibody, and have demonstrated disease progression on the last therapy.","Elrexfio is indicated as monotherapy for the treatment of relapsed or refractory multiple myeloma in adult patients whose multiple myeloma is refractory to at least one immunomodulatory agent, one proteasome inhibitor, and one anti-CD38 monoclonal antibody, and who have demonstrated disease progression on the last therapy.",Neoplasms; Diseases of the blood and blood-forming organs,19.01.2023,2023,yes,NA
swisspar_hepcludex.pdf,68338,Not reported,Hepcludex,bulevirtide,Gilead Sciences Switzerland Sàrl,Peptides and proteins,powder for solution for injection,subcutaneous,approved,authorised (under additional monitoring),05.02.2024,2024,yes,no,Hepcludex is indicated for the treatment of chronic hepatitis delta virus (HDV) infection in adult patients with compensated liver disease.,Hepcludex is indicated for the treatment of chronic hepatitis delta virus (HDV) infection in adults with compensated liver disease.,Infectious and parasitic diseases; Diseases of the liver,27.04.2023,2023,no,NA
swisspar_evrysdi_final.pdf,67251,Not reported,Evrysdi,risdiplam,Roche Pharma (Schweiz) AG,Small molecule,powder for oral solution,oral,approved,authorised,12.12.2022,2022,yes,yes,treatment of 5q spinal muscular atrophy (SMA),treatment of 5q-associated spinal muscular atrophy (SMA) in paediatric and adult patients,Diseases of the nervous system,22.12.2021,2021,yes,NA
swisspar_daurismo-1.pdf,67473,Not reported,Daurismo,glasdegib,Pfizer AG,Small molecule,film-coated tablets,oral,refused,withdrawn,22.09.2020,2020,yes,no,"Daurismo is indicated, in combination with low-dose cytarabine, for the treatment of newly diagnosed de novo or secondary acute myeloid leukaemia (AML) in adult patients who are not candidates for standard induction chemotherapy.",NA,Neoplasms; Diseases of the blood and blood-forming organs,27.05.2019,2019,yes,FDA
swisspar_palforzia_final.pdf,67733,Not reported,PALFORZIA,allergens of peanut (Arachis hypogaea),Medius AG,Other,oral powder,oral,approved,authorised,04.05.2021,2021,no,no,Oral immunotherapy for patients with peanut allergy.,PALFORZIA can be used to increase the peanut threshold dose tolerated without allergic reactions in patients aged 4 to 17 years with a confirmed diagnosis of clinically significant peanut allergy.,Other,14.10.2019,2019,yes,European Medicines Agency (EMA)
swisspar_triogen-final.pdf,67431,Not reported,Triogen,trientini dihydrochloridum,IDEOGEN AG,Small molecule,"capsule, hard",oral,approved,authorised,28.05.2020,2020,yes,no,For the treatment of copper storage disease (Wilson’s disease) in patients intolerant of D-penicillamine therapy,For the treatment of Wilson’s disease in patients intolerant of D-penicillamine therapy,"Endocrine, nutritional, and metabolic diseases",25.01.2019,2019,yes,NA
swisspar_pemazyre.pdf,68143,Not reported,Pemazyre,pemigatinib,Incyte Biosciences International,Small molecule,tablets,oral,approved,authorised (under additional monitoring),13.07.2021,2021,yes,no,PEMAZYRE is indicated as monotherapy for the treatment of adults with locally advanced or metastatic cholangiocarcinoma with a fibroblast growth factor receptor 2 (FGFR2) fusion or rearrangement that is relapsed or refractory after at least one line of systemic therapy.,"PEMAZYRE is indicated as monotherapy for the treatment of adults with locally advanced, unresectable or metastatic cholangiocarcinoma with fibroblast growth factor receptor 2 (FGFR2) fusion or rearrangement, that has progressed after at least one line of systemic therapy.",Neoplasms; Diseases of the digestive system,25.01.2021,2021,yes,CHMP and US FDA
swisspar_cablivi_indikationserweiterung.pdf,66792,Not reported,Cablivi,caplacizumab,Sanofi-Aventis (Suisse) SA,Biologics,Powder and solvent for solution for injection,Subcutaneous; Intravenous,approved,authorised (under additional monitoring),08.07.2021,2021,yes,yes,"Treatment of adults and adolescents of 12 years and older weighing at least 40 kg suffering from an episode of acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasmapheresis and immunosuppression.","Treatment of adults and adolescents of 12 years and older weighing at least 40 kg suffering from an episode of acquired thrombotic thrombocytopenic purpura (aTTP), in combination with plasmapheresis and immunosuppression.",Diseases of the blood and blood-forming organs,27.05.2020,2020,yes,NA
swisspar_ultomiris__.pdf,67278,Not reported,Ultomiris,ravulizumabum,Alexion Pharma GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),20.01.2020,2020,yes,no,Ultomiris is used in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH): - in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity - in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months,Ultomiris is used in the treatment of adult patients with paroxysmal nocturnal haemoglobinuria (PNH): - in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity - in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months,Diseases of the blood and blood-forming organs,15.05.2019,2019,yes,European Medicines Agency EMA
swisspar_ryeqo_final.pdf,68495,EMEA/H/C/005267/0000,Ryeqo,"relugolix, estradiol as estradiol hemihydrate, norethisterone acetate",Gedeon Richter (Schweiz) AG,Small molecule,film coated tablets,oral,approved,authorised,02.02.2023,2023,no,no,Treatment of moderate to severe symptoms associated with uterine fibroids in adult women of reproductive age.,Treatment of fibroid-associated hypermenorrhoea in adult women before the onset of menopause.,Neoplasms; Diseases of the genitourinary system,03.08.2021,2021,yes,EMA
swisspar_filspari.pdf,69241,EMEA/H/C/005783/0000,Filspari,sparsentan,Vifor (International) Inc.,Small molecule,film-coated tablets,oral,temporary authorisation,authorised (under additional monitoring),14.10.2024,2024,yes,no,Filspari is indicated for the treatment of adults with primary immunoglobulin A nephropathy (IgAN) with a urinary protein excretion > 1.0 g/day (or a urinary protein-to-creatinine ratio ≥ 0.75 g/g,Filspari is indicated for the treatment of adults with primary immunoglobulin A nephropathy (IgAN) with a urinary protein excretion of ≥1.0 g/day (or a urinary protein/creatinine quotient of ≥0.75 g/g),Diseases of the genitourinary system,07.03.2024,2024,yes,European Medicines Agency (EMA)
swisspar_saphnelo.pdf,68512,Not reported,Saphnelo,anifrolumab,AstraZeneca AG,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,31.08.2022,2022,no,no,"treatment of adult patients with moderate to severe systemic lupus erythematosus (SLE), in addition to standard therapy","treatment of adult patients with moderate to severe systemic lupus erythematosus (SLE), in addition to standard therapy",Diseases of the musculoskeletal system and connective tissue,11.05.2021,2021,no,NA
swisspar_arexvy_final.pdf,69310,Not reported,Arexvy,respiratory syncytial virus (RSV) pre-fusion F protein,GlaxoSmithKline AG,Vaccine,Powder and suspension for suspension for injection,intramuscular,approved,authorised (under additional monitoring),02.05.2024,2024,no,no,Active immunisation of adults 60 years of age and older for prevention of lower respiratory tract disease caused by sub-types RSV-A and RSV-B of the RSV.,Active immunisation for the prevention of lower respiratory tract disease (LRTD) caused by respiratory syncytial virus in adults 60 years of age and older.,Infectious and parasitic diseases; Diseases of the respiratory system,06.02.2023,2023,yes,NA
swisspar_rapibloc.pdf,68611,NL/H/3368/001/DC,Rapibloc,landiolol hydrochloride,OrPha Swiss GmbH,Small molecule,powder for solution for infusion,intravenous,approved,authorised,19.10.2022,2022,no,no,"Supraventricular tachycardia and for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative, postoperative or other circumstances where short-term control of the ventricular rate with a short-acting agent is desirable; Non-compensatory sinus tachycardia where, in the physician’s judgment, the rapid heart rate requires specific intervention.","Supraventricular tachycardia and for the rapid control of ventricular rate in patients with atrial fibrillation or atrial flutter in perioperative, postoperative or other circumstances where short-term control of the ventricular rate with a short-acting agent is desirable; Non-compensatory sinus tachycardia where, in the physician’s judgment, the rapid heart rate requires specific intervention.",Diseases of the circulatory system,20.07.2021,2021,yes,Decentralised Procedure Final Assessment report
swisspar_rubraca.pdf,67402,Not reported,RUBRACA,rucaparib camsylate,Clovis Oncology Switzerland GmbH,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),26.11.2020,2020,yes,no,"maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube, or primary peritoneal cancer who are in a complete or partial response to platinum-based chemotherapy","maintenance therapy of adult patients with advanced, platinum-sensitive, relapsed, high-grade serous ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial remission following a platinum-based chemotherapy",Neoplasms; Diseases of the genitourinary system,26.07.2019,2019,yes,FDA
swisspar_livtencity_final.pdf,68492,Not reported,LIVTENCITY,maribavir,Takeda Pharma AG,Small molecule,film-coated tablets,oral,approved,authorised (under additional monitoring),19.07.2023,2023,yes,no,"LIVTENCITY is indicated for the treatment of cytomegalovirus (CMV) infection and/or disease that are refractory (with or without resistance) to one or more prior therapies, including ganciclovir, valganciclovir, cidofovir, or foscarnet in adult patients who have undergone a haematopoietic stem cell transplant (HSCT) or solid organ transplant (SOT).","LIVTENCITY is indicated for the treatment of cytomegalovirus (CMV) infection and/or disease that are refractory (with or without resistance) to one or more prior therapies, including ganciclovir, valganciclovir, cidofovir, or foscarnet in adult patients who have undergone a haematopoietic stem cell transplant (HSCT) or solid organ transplant (SOT).",Infectious and parasitic diseases,30.08.2021,2021,no,NA
swisspar_nicardipin_labatec_final.pdf,67680,Not reported,Nicardipin Labatec,nicardipine hydrochloride,Labatec Pharma SA,Small molecule,solution for infusion,intravenous,approved,authorised,22.03.2021,2021,no,no,"Treatment of acute life-threatening hypertension, particularly in the event of malignant arterial hypertension/hypertensive encephalopathy, aortic dissection, severe pre-eclampsia, and post-operative hypertension.","Treatment of acute life-threatening hypertension, particularly in the event of malignant arterial hypertension/hypertensive encephalopathy, aortic dissection, severe pre-eclampsia, and post-operative hypertension.",Diseases of the circulatory system; Pregnancy and childbirth,19.08.2019,2019,yes,France
swisspar_trikafta_ie_pädiatrie_final.pdf,67773,Not reported,TRIKAFTA,"elexacaftor, ivacaftor, tezacaftor",Vertex Pharmaceuticals (CH) GmbH,Small molecule,film-coated tablet,oral,approved,authorised (under additional monitoring),05.01.2022,2022,yes,yes,Trikafta is indicated for the treatment of cystic fibrosis (CF) in patients aged 6 years and older who have at least one F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene,Trikafta is indicated for the treatment of cystic fibrosis (CF) in patients aged 6 years and older who have at least one F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene,"Endocrine, nutritional, and metabolic diseases",30.04.2021,2021,yes,NA
swisspar_vocabria.pdf,67740,Not reported,Vocabria,cabotegravir,ViiV Healthcare GmbH,Small molecule,prolonged release suspension for injection,intramuscular,approved,authorised,08.10.2021,2021,no,no,"Vocabria injections are indicated, in combination with rilpivirine injections, for the treatment of Human Immunodeficiency Virus type 1 (HIV-1) infection in adults who are virologically suppressed (HIV-1 RNA <50 copies/mL) and have no known or suspected resistance to either cabotegravir or rilpivirine.",Vocabria injections are indicated in combination with rilpivirine injections for treatment of HIV-1 infection in adults who are virologically suppressed (HIV-1 RNA <50 copies/ml) on a stable antiretroviral treatment for at least 6 months prior to the switch to the cabotegravir-rilpivirine combination and have no known or suspected resistance to or no history of virological failure with agents of the NNRTI and INI class.,Infectious and parasitic diseases,25.10.2019,2019,no,NA
swisspar_spravato.pdf,67103,Not reported,Spravato,esketamine as esketamine hydrochloride,Janssen-Cilag AG,Small molecule,"Nasal spray, solution",nasal,approved,authorised,25.02.2020,2020,no,no,treatment-resistant depression (Major Depressive Disorder in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode),treatment of treatment-resistant episodes of major depression in adults who have not responded to at least two different treatments with antidepressants in the current moderate to severe depressive episode,Mental and behavioural disorders,03.01.2019,2019,no,NA
swisspar_brukinsa.pdf,67998,Not reported,Brukinsa,zanubrutinib,BeiGene Switzerland GmbH,Small molecule,capsules,oral,approved,authorised (under additional monitoring),08.02.2022,2022,yes,no,Brukinsa (zanubrutinib) is indicated for the treatment of patients with Waldenström’s macroglobulinaemia (WM).,Brukinsa (zanubrutinib) is used as monotherapy for the treatment of adult patients with Waldenström’s Macroglobulinaemia (WM) who have received at least one prior therapy or as first-line therapy in adult patients who are not eligible for chemoimmunotherapy.,Neoplasms; Diseases of the blood and blood-forming organs,07.06.2021,2021,yes,Health Canada
swisspar_spevigo_final.pdf,68625,Not reported,Spevigo,spesolimab,Boehringer Ingelheim (Schweiz) GmbH,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,authorised (under additional monitoring),09.08.2023,2023,yes,no,treatment of flares in adult patients with generalised pustular psoriasis,treatment of flares in adult patients with generalised pustular psoriasis,Diseases of the skin,08.12.2021,2021,no,NA
swisspar_tecvayli.pdf,68747,Not reported,Tecvayli,teclistamab,Janssen-Cilag AG,Biologics,solution for injection,subcutaneous,temporary authorisation,authorised (under additional monitoring),22.12.2022,2022,yes,no,"TECVAYLI as monotherapy is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior therapies including a proteasome inhibitor, an immunomodulatory agent and an anti-CD38 monoclonal antibody.","TECVAYLI as monotherapy is indicated for the treatment of adult patients with relapsed or refractory multiple myeloma who have received at least three prior lines of therapy, including a proteasome inhibitor, an immunomodulatory agent and an anti-CD38 monoclonal antibody, and have demonstrated disease progression to the last line of therapy.",Neoplasms; Diseases of the blood and blood-forming organs,27.01.2022,2022,yes,Not reported
swisspar_lokelma.pdf,67851,Not reported,Lokelma,natrii zirconii cyclosilicas,AstraZeneca AG,Other,Powder for oral suspension,oral,approved,authorised (under additional monitoring),16.04.2021,2021,no,no,Lokelma is indicated for the treatment of hyperkalaemia in adult patients.,Lokelma is indicated for the treatment of hyperkalaemia in adult patients.,"Endocrine, nutritional, and metabolic diseases",31.01.2020,2020,yes,CHMP
swisspar_polivy.pdf,67165,Not reported,Polivy,polatuzumab vedotin,Roche Pharma (Schweiz) AG,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),15.06.2021,2021,yes,no,Polatuzumab vedotin in combination with bendamustine and rituximab is indicated for the treatment of previously treated adult patients with diffuse large B-cell lymphoma (DLBCL) who are not candidates for haematopoietic stem cell transplant.,Polivy in combination with bendamustine and rituximab is indicated for the treatment of adult patients with recurrent or refractory diffuse large B-cell lymphoma (DLBCL) who are not eligible for a haematopoietic stem cell transplant.,Neoplasms; Diseases of the blood and blood-forming organs,14.08.2020,2020,no,NA
swisspar_ultomiris_ie_final.pdf,67278,Not reported,ULTOMIRIS,ravulizumab,Alexion Pharma GmbH,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),14.07.2022,2022,yes,yes,Ultomiris is indicated in the treatment of adult and paediatric patients with a body weight of 10 kg or above with paroxysmal nocturnal haemoglobinuria (PNH): in patients with haemolysis with clinical symptom(s) indicative of high disease activity; in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months.,Ultomiris is used in the treatment of adult and paediatric patients with a body weight of 10 kg or above with paroxysmal nocturnal haemoglobinuria (PNH): in patients with haemolysis with one or more clinical symptom(s) indicative of high disease activity; in patients who are clinically stable after having been treated with eculizumab for at least the past 6 months.,Diseases of the blood and blood-forming organs,19.11.2021,2021,yes,EMA
swisspar-vyvgart.pdf,69286,EMEA/H/C/005849/0000,Vyvgart,efgartigimod alfa,argenx Switzerland SA,Biologics,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),03.10.2024,2024,yes,no,Vyvgart is indicated as an add-on to standard therapy for the treatment of adult patients with generalised Myasthenia Gravis (gMG) who are anti-acetylcholine receptor (AChR) antibody positive.,Vyvgart is indicated as an add-on to standard therapy for the treatment of adult patients with generalised Myasthenia Gravis (gMG) who are anti-acetylcholine receptor (AChR) antibody positive.,Diseases of the nervous system,03.05.2023,2023,yes,European Medicines Agency (EMA)
swisspar_lupkynis_final.pdf,68697,Not reported,Lupkynis,voclosporin,Otsuka Pharmaceutical,Small molecule,soft capsule,oral,approved,authorised,24.04.2023,2023,yes,no,Lupkynis is indicated in combination with background immunosuppressive therapies for the treatment of adult patients with lupus nephritis.,"Lupkynis is indicated in combination with a background immunosuppressive therapy for the treatment of adult patients with active class III, IV, or V (including mixed classes III/V and IV/V) lupus nephritis.","Diseases of the genitourinary system; Endocrine, nutritional, and metabolic diseases",04.10.2021,2021,yes,FDA
swisspar_rinvoq_ie_colitis_ulerosa.pdf,67257,Not reported,Rinvoq,upadacitinib,AbbVie AG,Small molecule,prolonged-release tablets,oral,approved,authorised,07.06.2024,2024,no,yes,"Rinvoq is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to either conventional therapy or a biologic agent.","Rinvoq is indicated for the treatment of adult patients with moderately to severely active ulcerative colitis who have had an inadequate response, lost response, or were intolerant to at least 1 biologic agent, or for whom such a therapy is contraindicated.",Diseases of the digestive system,14.10.2022,2022,yes,NA
swisspar_supemtek.pdf,68003,Not reported,Supemtek,"haemagglutininum influenzae A (H1N1) (rHA), haemagglutininum influenzae A (H3N2) (rHA), haemagglutininum influenzae B (rHA) (Yamagata lineage) and haemagglutininum influenzae B (rHA) (Victoria lineage)",Sanofi-Aventis (Suisse) SA,Vaccine,solution for injection,intramuscular,approved,authorised,28.10.2021,2021,no,no,Supemtek is indicated for active immunisation for the prevention of influenza disease in adults 18 years of age and older.,Supemtek is indicated for active immunisation in adults aged 18 years and over for prevention of influenza caused by the two influenza A virus subtypes and the two influenza B virus subtypes contained in the vaccine.,Infectious and parasitic diseases,15.06.2020,2020,yes,EMA
swisspar_elucirem-1.pdf,68791,Not reported,Elucirem,gadopiclenol,Guerbet AG,Small molecule,solution for injection,intravenous,approved,authorised,21.12.2023,2023,no,no,Magnetic resonance imaging (MRI) contrast media for central nervous system (CNS) diagnostics and other body regions.,"In adults, ELUCIREM is a gadolinium-based contrast agent indicated in adults for use with magnetic resonance imaging (MRI) to detect and visualise lesions with abnormal vascularity in the CNS area and in other areas of the body.",Diseases of the nervous system; Other,16.05.2022,2022,no,NA
2024-10-08_swisspar_tecartus_initiale_maa_nas_final_fi_engl.pdf,67884,Not reported,Tecartus,brexucaptagene autoleucel,Gilead Sciences Switzerland Sàrl,Cell and gene therapy,dispersion for infusion,autologous and intravenous,approved,authorised,25.08.2021,2021,yes,no,Treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL).,Treatment of adult patients with relapsed or refractory mantle cell lymphoma (MCL) after 2 or more lines of systemic therapy including a Bruton’s tyrosine kinase (BTK) inhibitor.,Neoplasms; Diseases of the blood and blood-forming organs,20.07.2020,2020,yes,NA
swisspar_colibiogen_oral_final.pdf,68052,Not reported,Colibiogen Oral,Escherichia coli lysate (strain Laves),Laves Arzneimittel GmbH,Other,oral solution,oral,approved,authorised,07.04.2022,2022,no,no,Colibiogen Oral is an intestinal mucosal - and immunotherapeutic and is used to treat irritable bowel syndrome.,"Colibiogen Oral is used for the supportive, symptomatic treatment of irritable bowel syndrome in adults.",Diseases of the digestive system,02.11.2020,2020,yes,authority of canton Appenzell Ausserrhoden
swisspar_regkirona_final.pdf,68356,Not reported,Regkirona,regdanvimab,IQONE HEALTHCARE SWITZERLAND,Biologics,concentrate for solution for infusion,intravenous,temporary authorisation,withdrawn,12.01.2022,2022,no,no,treatment of confirmed coronavirus disease 2019 (COVID-19) in adult patients who do not require supplemental oxygen for COVID-19 and who are at high risk of progressing to severe COVID-19,treatment of adults with proven coronavirus disease 2019 (COVID-19) who do not require supplemental oxygen or hospitalisation for COVID-19 and who are at high risk of progressing to severe COVID-19,Infectious and parasitic diseases,27.07.2021,2021,no,NA
2024-11-22_final_swisspar_carvykti_nas_fi_engl.pdf,67956,Not reported,CARVYKTI,ciltacabtagene autoleucel,Janssen-Cilag AG,Cell and gene therapy,dispersion for infusion,intravenous,approved,authorised,08.08.2022,2022,yes,no,"treatment of adult patients with relapsed or refractory multiple myeloma who have received at least 3 prior therapies, including a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 antibody","treatment of adult patients with relapsed and refractory multiple myeloma who have received at least 3 prior therapies, with at least a proteasome inhibitor, an immunomodulatory agent, and an anti-CD38 antibody, and have demonstrated disease progression on the last therapy",Neoplasms; Diseases of the blood and blood-forming organs,16.06.2021,2021,yes,NA
swisspar_letybo.pdf,68864,Not reported,Letybo,botulinum toxin type A (strain CBFC26),Medius AG,Biologics,powder for solution for injection,intramuscular,approved,authorised (under additional monitoring),12.10.2023,2023,no,no,"Temporary improvement in the appearance of moderate to severe vertical wrinkles between the eyebrows in adults < 75 years old seen at maximum frown (glabellar frown lines), when the severity of the facial wrinkles has an important psychological impact.","Temporary improvement in the appearance of moderate to severe vertical wrinkles between the eyebrows in adults < 75 years old seen at maximum frown (glabellar frown lines), when the severity of the facial wrinkles has an important psychological impact.",Diseases of the skin,31.08.2022,2022,yes,"EU-Assessment Report (decentralised procedure, DE/H/6379/001/DC)"
swisspar_softigyn_final.pdf,68467,Not reported,SOFTIGYN,live lactobacillus plantarum P 17630,Labatec Pharma SA,Other,soft vaginal capsule,vaginal,approved,authorised,26.07.2022,2022,no,no,"Local treatment of vaginitis and vulvo-vaginitis in general. Particularly vaginitis associated with ovarian deficiency, hypofollicolinic leucorrhoea, vaginitis in children, senile vaginitis, vulvar pruritus, vaginal dystrophy.","Softigyn is used in adult women to restore and maintain the physiological vaginal flora, for example: in the presence of signs of vaginal inflammation (vaginitis), such as itching, burning or vaginal discharge; during and after local or systemic treatment with anti-infectives; as a preventive measure in case of recurrent vaginal mycosis.",Diseases of the genitourinary system,08.04.2021,2021,yes,Not reported
swisspar_nexviadyme.pdf,67871,Not reported,Nexviadyme,avalglucosidase alfa,Sanofi-Aventis (Suisse) SA,Biologics,powder for concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),17.11.2021,2021,yes,no,long-term enzyme replacement therapy for the treatment of patients with late-onset Pompe’s disease (LOPD) (acid α-glucosidase deficiency),long-term enzyme replacement therapy for the treatment of patients with late-onset Pompe's disease (LOPD) (acid α-glucosidase deficiency),"Endocrine, nutritional, and metabolic diseases; Diseases of the musculoskeletal system and connective tissue",21.10.2020,2020,no,NA
swisspar_trikafta.pdf,67773,Not reported,TRIKAFTA,"elexacaftor, ivacaftor, tezacaftor",Vertex Pharmaceuticals (CH) GmbH,Small molecule,film-coated tablet,oral,approved,authorised,10.12.2020,2020,yes,no,Trikafta is indicated for the treatment of cystic fibrosis (CF) in patients aged 12 years and older who have at least one F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene.,Trikafta is indicated for the treatment of cystic fibrosis (CF) in patients aged 12 years and older who are either homozygous for the F508del mutation in the cystic fibrosis transmembrane conductance regulator (CFTR) gene or heterozygous for the F508del mutation in the CFTR gene with a minimal function (MF) mutation.,"Endocrine, nutritional, and metabolic diseases",20.03.2020,2020,yes,FDA
swisspar_adtralza_final.pdf,68229,Not reported,ADTRALZA,tralokinumab,Leo Pharmaceutical Products Sarath,Biologics,solution for injection in pre-filled syringe,subcutaneous,approved,authorised,24.02.2022,2022,no,no,treatment of moderate-to-severe atopic dermatitis in adult patients who are candidates for systemic therapy,treatment of adult patients with moderate-to-severe atopic dermatitis (AD) when therapy with topical prescription medications does not provide adequate disease control or is not recommended,Diseases of the skin,22.01.2021,2021,no,NA
swisspar_clofara-final.pdf,68107,Not reported,Clofara,clofarabine,IDEOGEN AG,Small molecule,concentrate for solution for infusion,intravenous,approved,authorised (under additional monitoring),15.07.2021,2021,Not reported,no,Treatment of acute lymphoblastic leukaemia (ALL) in paediatric patients who have relapsed or are refractory after receiving at least two prior regimens and where there is no other treatment option anticipated to result in a durable response.,Treatment of acute lymphoblastic leukaemia (ALL) in paediatric patients who have relapsed or are refractory after receiving at least two prior regimens and where there is no other treatment option anticipated to result in a durable response.,Neoplasms; Diseases of the blood and blood-forming organs,24.07.2020,2020,yes,EMA
