Document_name,Marketing_authorisation_number,Procedure_number,Drug_name,Non_proprietary_name,Marketing_authorisation_holder,Drug_class,Pharmaceutical_form,Administration_route,Decision,Current_status,Decision_date,Decision_year,Orphan_drug_status,Indication_extended,Indication_requested,Indication_approved,Disease_class(es),Application_date,Application_year,Nonclinical_abridged,Referral_body
zenapax-epar-scientific-discussion_en.pdf,Not reported,Not reported,Zenapax,daclizumab,Not reported,Biologics,concentrate for solution for infusion,intravenous,approved,withdrawn,Not reported,Not reported,no,yes,prophylaxis of acute organ rejection in de novo allogeneic renal transplantation,prophylaxis of acute organ rejection in de novo allogeneic renal transplantation,Diseases of the genitourinary system,Not reported,Not reported,no,NA
komboglyze-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/002059,Komboglyze,saxagliptin / metformin,Bristol-Myers Squibb / AstraZeneca EEIG,Small molecule,film-coated tablet,oral,approved,authorised,22.09.2011,2011,no,no,Komboglyze is indicated as an adjunct to diet and exercise to improve glycaemic control in adult patients aged 18 years and older with type 2 diabetes mellitus inadequately controlled on their maximally tolerated dose of metformin alone or those already being treated with the combination of saxagliptin and metformin as separate tablets.,Komboglyze is indicated as an adjunct to diet and exercise to improve glycaemic control in adult patients aged 18 years and older with type 2 diabetes mellitus inadequately controlled on their maximally tolerated dose of metformin alone or those already being treated with the combination of saxagliptin and metformin as separate tablets.,"Endocrine, nutritional, and metabolic diseases",21.07.2010,2010,no,NA
emtricitabinetenofovir-disoproxil-krka-dd-epar-public-assessment-report_en.pdf,EMA/236203/2017,EMEA/H/C/004686/0000,Emtricitabine/tenofovir disoproxil Krka d.d.,emtricitabine / tenofovir disoproxil,"KRKA, d.d., Novo mesto",Small molecule,film-coated tablet,oral,approved,authorised,23.02.2017,2017,no,no,antiretroviral combination therapy for the treatment of HIV-1 infected adults,antiretroviral combination therapy for the treatment of HIV-1 infected adults,Infectious and parasitic diseases,01.12.2016,2016,yes,Not reported
entyvio-epar-public-assessment-report_en.pdf,EMA/676643/2013,EMEA/H/C/002782/0000,Entyvio,vedolizumab,Takeda Pharma A/S,Biologics,Powder for concentrate for solution for infusion,Intravenous,approved,authorised,20.03.2014,2014,no,no,"Treatment of adult patients with moderately to severely active ulcerative colitis and Crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a tumour necrosis factor alpha (TNFα) antagonist.","Treatment of adult patients with moderately to severely active ulcerative colitis and Crohn’s disease who have had an inadequate response with, lost response to, or were intolerant to either conventional therapy or a tumour necrosis factor alpha (TNFα) antagonist.",Diseases of the digestive system,06.03.2013,2013,no,NA
cuprymina-epar-public-assessment-report_en.pdf,EMA/518790/2012,EMEA/H/C/002136,Cuprymina,Copper (64Cu) chloride,SPARKLE S.r.l,Other,solution,Not reported,approved,authorised,21.06.2012,2012,no,no,"Cuprymina is a radiopharmaceutical precursor. It is not intended for direct use in patients. This medicinal product must be used only for the radiolabelling of carrier molecules, which have been specifically developed and authorised for radiolabelling with this radionuclide.","Cuprymina is a radiopharmaceutical precursor. It is not intended for direct use in patients. This medicinal product must be used only for the radiolabelling of carrier molecules, which have been specifically developed and authorised for radiolabelling with this radionuclide.",Neoplasms,22.09.2010,2010,no,NA
kixelle-epar-public-assessment-report_en.pdf,EMA/64677/2021,EMEA/H/C/004965/0000,Kixelle,insulin aspart,Mylan IRE Healthcare Limited,Peptides and proteins,Solution for injection,Subcutaneous; Intravenous,approved,authorised,10.12.2020,2020,no,no,"Treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above","Treatment of diabetes mellitus in adults, adolescents and children aged 1 year and above","Endocrine, nutritional, and metabolic diseases",11.10.2019,2019,yes,Not reported
daxas-epar-public-assessment-report_en.pdf,EMA/464905/2010,EMEA/H/C/001179,Daxas,roflumilast,Nycomed GmbH,Small molecule,film-coated tablet,oral,approved,authorised,22.04.2010,2010,no,no,maintenance treatment of chronic obstructive pulmonary disease (COPD) associated with chronic bronchitis in patients at risk of exacerbations,maintenance treatment of severe chronic obstructive pulmonary disease (COPD) (FEV1 post-bronchodilator less than 50% predicted) associated with chronic bronchitis in adult patients with a history of frequent exacerbations as add on to bronchodilator treatment,Diseases of the respiratory system,06.05.2009,2009,no,NA
kapruvia-epar-public-assessment-report_en.pdf,EMA/152430/2022,EMEA/H/C/005612/0000,Kapruvia,difelikefalin,Vifor Fresenius Medical Care Renal Pharma France,Peptides and proteins,solution for injection,intravenous,approved,authorised,24.02.2022,2022,no,no,Treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,Treatment of moderate-to-severe pruritus associated with chronic kidney disease in adult patients on haemodialysis.,Diseases of the genitourinary system; Other,08.03.2021,2021,no,NA
integrilin-epar-scientific-discussion_en.pdf,Not reported,Not reported,Integrilin,Eptifibatide,Not reported,Peptides and proteins,solution for intravenous injection,intravenous,approved,authorised,Not reported,Not reported,no,yes,prevention of early myocardial infarction in patients with unstable angina or non-Q-wave myocardial infarction,prevention of early myocardial infarction in patients with unstable angina or non-Q-wave myocardial infarction,Diseases of the circulatory system,Not reported,Not reported,no,NA
sixmo-epar-public-assessment-report_en.pdf,EMA/CHMP/266482/2019,EMEA/H/C/004743/0000,Sixmo,buprenorphine,L. Molteni & C. dei Fratelli Alitti Società di Esercizio S.p.A.,Peptides and proteins,subcutaneous implant,subcutaneous,approved,authorised,26.04.2019,2019,no,no,"Substitution treatment for opioid drug dependence, within a framework of medical, social and psychological treatment. Treatment is intended for use in adults and adolescents over 15 years of age who have agreed to be treated for addiction.","Substitution treatment for opioid dependence in clinically stable adult patients who require no more than 8 mg/day of sublingual buprenorphine, within a framework of medical, social and psychological treatment.",Mental and behavioural disorders,06.11.2017,2017,no,NA
intrinsa-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000638,Intrinsa,Testosterone,Not reported,Small molecule,Transdermal patch,Cutaneous,approved,authorised,Not reported,2006,no,no,Treatment of hypoactive sexual desire disorder (HSDD) in bilaterally oophorectomized and hysterectomized women receiving concomitant estrogen therapy.,Treatment of hypoactive sexual desire disorder (HSDD) in bilaterally oophorectomized and hysterectomized women receiving concomitant estrogen therapy.,Mental and behavioural disorders,Not reported,Not reported,yes,CHMP
nezglyal-epar-refusal-public-assessment-report_en.pdf,EMA/301934/2024,EMEA/H/C/005757/0000,Nezglyal,leriglitazone,Minoryx Therapeutics S.L.,Small molecule,oral suspension,oral,refused,NA,28.05.2024,2024,yes,no,treatment of cerebral progression and myelopathy in male patients with adrenoleukodystrophy (ALD),NA,"Diseases of the nervous system; Endocrine, nutritional, and metabolic diseases",29.07.2022,2022,no,NA
urorec-epar-public-assessment-report_en.pdf,EMA/793234/2009,EMEA/H/C/001092,Urorec,silodosin,Recordati Ireland Ltd.,Small molecule,hard capsules,oral,approved,authorised,19.11.2009,2009,no,no,Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH),Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH),Diseases of the genitourinary system,30.10.2008,2008,no,NA
monotard-epar-scientific-discussion_en.pdf,Not reported,Not reported,Monotard,insulin human,Not reported,Peptides and proteins,suspension,subcutaneous,approved,withdrawn,Not reported,Not reported,no,no,treatment of patients with diabetes mellitus,treatment of patients with diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
vimizim-epar-public-assessment-report_en.pdf,EMA/357933/2014,EMEA/H/C/002779/0000,Vimizim,elosulfase alfa,BioMarin Europe Ltd,Biologics,solution for infusion,intravenous,approved,authorised,20.02.2014,2014,yes,no,"Vimizim is indicated for the treatment of mucopolysaccharidosis, type IVA (Morquio A Syndrome, MPS IVA)","Vimizim is indicated for the treatment of mucopolysaccharidosis, type IVA (Morquio A Syndrome, MPS IVA) in patients of all ages.",Diseases of the musculoskeletal system and connective tissue; Diseases of the respiratory system; Diseases of the circulatory system; Diseases of the nervous system,23.04.2013,2013,no,NA
menquadfi-epar-public-assessment-report_en.pdf,EMA/522942/2020,EMEA/H/C/005084/0000,MenQuadfi,"meningococcal group A, C, W135 and Y conjugate vaccine",Sanofi Pasteur,Vaccine,solution for injection,intramuscular,approved,authorised,17.09.2020,2020,no,no,"active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W, and Y","active immunisation of individuals from the age of 12 months and older against invasive meningococcal disease caused by Neisseria meningitidis serogroups A, C, W, and Y",Infectious and parasitic diseases,04.10.2019,2019,no,NA
anagrelide-mylan-epar-public-assessment-report_en.pdf,EMA/63484/2018,EMEA/H/C/004585/0000,Anagrelide Mylan,Anagrelide,Mylan S.A.S,Small molecule,"Capsule, hard",Oral,approved,authorised,14.12.2017,2017,no,no,Reduction of elevated platelet counts in at risk essential thrombocythaemia (ET) patients who are intolerant to their current therapy or whose elevated platelet counts are not reduced to an acceptable level by their current therapy.,Reduction of elevated platelet counts in at risk essential thrombocythaemia (ET) patients who are intolerant to their current therapy or whose elevated platelet counts are not reduced to an acceptable level by their current therapy.,Diseases of the blood and blood-forming organs,06.12.2016,2016,yes,Not reported
portrazza-epar-public-assessment-report_en.pdf,EMA/CHMP/15391/2016,EMEA/H/C/003886/0000,Portrazza,necitumumab,Eli Lilly Nederland B.V.,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,17.12.2015,2015,no,no,Portrazza in combination with gemcitabine and cisplatin chemotherapy is indicated for first-line treatment of patients with locally advanced or metastatic squamous non-small cell lung cancer.,Portrazza in combination with gemcitabine and cisplatin chemotherapy is indicated for the treatment of adult patients with locally advanced or metastatic epidermal growth factor receptor (EGFR) expressing squamous non-small cell lung cancer who have not received prior chemotherapy for this condition.,Neoplasms; Diseases of the respiratory system,01.12.2014,2014,no,NA
ivabradine-jensonr-epar-public-assessment-report_en.pdf,EMA/648588/2016,EMEA/H/C/004217/0000,Ivabradine JensonR,ivabradine,JensonR+Limited,Small molecule,film-coated tablets,oral,approved,withdrawn,15.09.2016,2016,no,no,Symptomatic treatment of chronic stable angina pectoris; Treatment of chronic heart failure,Symptomatic treatment of chronic stable angina pectoris; Treatment of chronic heart failure,Diseases of the circulatory system,11.11.2015,2015,yes,NA
reyataz-epar-scientific-discussion_en.pdf,Not reported,Not reported,Reyataz,atazanavir,Not reported,Small molecule,hard capsule and powder for oral use,oral,approved,authorised,Not reported,Not reported,no,no,"treatment of HIV-1 infected, antiretroviral treatment experienced adults, in combination with other antiretroviral medicinal products","treatment of HIV-1 infected, antiretroviral treatment experienced adults, in combination with other antiretroviral medicinal products",Infectious and parasitic diseases,Not reported,Not reported,no,NA
dyrupeg-epar-public-assessment-report_en.pdf,EMA/57953/2025,EMEA/H/C/006407/0000,Dyrupeg,pegfilgrastim,CuraTeQ Biologics s.r.o.,Biologics,solution for injection,subcutaneous,approved,authorised,30.01.2025,2025,no,no,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (with the exception of chronic myeloid leukemia and myelodysplastic syndromes).,Reduction in the duration of neutropenia and the incidence of febrile neutropenia in adult patients treated with cytotoxic chemotherapy for malignancy (except chronic myeloid leukaemia and myelodysplastic syndromes).,Neoplasms; Diseases of the blood and blood-forming organs,31.01.2024,2024,yes,Not reported
libertek-epar-public-assessment-report_en.pdf,EMA/836394/2010,EMEA/H/C/002399,Libertek,roflumilast,Nycomed GmbH,Small molecule,film-coated tablet,oral,approved,withdrawn,16.12.2010,2010,no,yes,treatment of chronic obstructive pulmonary disease (COPD),maintenance treatment of severe chronic obstructive pulmonary disease (COPD) associated with chronic bronchitis in adult patients with a history of frequent exacerbations as add on to bronchodilator treatment,Diseases of the respiratory system,30.09.2010,2010,yes,Not reported
ipreziv-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/002517,Ipreziv,azilsartan medoxomil,Takeda Global Research and Development Centre (Europe) Ltd.,Small molecule,tablet,oral,approved,withdrawn,22.09.2011,2011,no,no,treatment of essential hypertension,treatment of essential hypertension,Diseases of the circulatory system,18.05.2011,2011,no,NA
silapo-epar-scientific-discussion_en.pdf,EMA/000309/2007,EMEA/H/C/000309,SB309,epoetin zeta,Norbitec GmbH,Biologics,solution for injection,intravenous; subcutaneous,approved,authorised,Not reported,2007,no,no,"Treatment of anaemia associated with chronic renal failure in adult and paediatric patients on haemodialysis and adult patients on peritoneal dialysis; Treatment of severe anaemia of renal origin accompanied by clinical symptoms in adult patients with renal insufficiency not yet undergoing dialysis; Treatment of anaemia and reduction of transfusion requirements in adult patients receiving chemotherapy for solid tumours, malignant lymphoma or multiple myeloma, and at risk of transfusion as assessed by the patient's general status; Increasing the yield of autologous blood from patients in a predonation programme.","Treatment of anaemia associated with chronic renal failure in adult and paediatric patients on haemodialysis and adult patients on peritoneal dialysis; Treatment of severe anaemia of renal origin accompanied by clinical symptoms in adult patients with renal insufficiency not yet undergoing dialysis; Treatment of anaemia and reduction of transfusion requirements in adult patients receiving chemotherapy for solid tumours, malignant lymphoma or multiple myeloma, and at risk of transfusion as assessed by the patient's general status; Increasing the yield of autologous blood from patients in a predonation programme.",Diseases of the blood and blood-forming organs; Neoplasms,Not reported,Not reported,no,NA
emgality-epar-public-assessment-report_en.pdf,EMA/708631/2018,EMEA/H/C/004648/0000,Emgality,galcanezumab,Eli Lilly Nederland B.V.,Biologics,solution for subcutaneous injection,subcutaneous,approved,authorised,20.09.2018,2018,no,no,prophylaxis of migraine in adults,prophylaxis of migraine in adults,Diseases of the nervous system,30.10.2017,2017,no,NA
januvia-epar-scientific-discussion_en.pdf,EMA/000062/2007,EMEA/H/C/000062,Januvia,Sitagliptin,Merck Sharp & Dohme Ltd,Small molecule,film-coated tablet,oral,approved,authorised,Not reported,2007,no,no,"For treatment of patients with type 2 diabetes mellitus to improve glycaemic control in combination with metformin or a PPAR γ agonist (e.g. thiazolidinedione) when diet and exercise, plus the single agent do not provide adequate glycaemic control","Januvia is indicated in patients with type 2 diabetes mellitus to improve glycaemic control in combination with metformin when diet and exercise plus metformin do not provide adequate glycaemic control. For patients with type 2 diabetes mellitus in whom use of a PPAR γ agonist (i.e. a thiazolidinedione) is appropriate, Januvia is indicated in combination with the PPAR γ agonist when diet and exercise plus the PPAR γ agonist alone do not provide adequate glycaemic control.","Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
ucedane-epar-public-assessment-report_en.pdf,EMA/404487/2017,EMEA/H/C/004019/0000,Ucedane,carglumic acid,Lucane Pharma,Small molecule,dispersible tablet,oral,approved,authorised,21.04.2017,2017,no,no,treatment of hyperammonaemia due to N-acetylglutamate synthase primary deficiency,treatment of hyperammonaemia due to N-acetylglutamate synthase primary deficiency,"Endocrine, nutritional, and metabolic diseases",25.04.2016,2016,yes,Not reported
protaphane-epar-scientific-discussion_en.pdf,Not reported,Not reported,Protaphane,insulin human,Not reported,Peptides and proteins,suspension,subcutaneous,approved,authorised,Not reported,Not reported,no,no,treatment of patients with diabetes mellitus,treatment of patients with diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
sliwens-withdrawal-assessment-report_en.pdf,EMA/CHMP/90435/2010,EMEA/H/C/1102,Sliwens,Eplivanserin,Sanofi-aventis,Small molecule,tablet,oral,withdrawn,withdrawn,18.03.2010,2010,no,no,Treatment of chronic insomnia characterized by difficulties with sleep maintenance as measured by duration and number of nocturnal awakenings,NA,Mental and behavioural disorders,Not reported,Not reported,no,NA
optaflu-epar-scientific-discussion_en.pdf,Not reported,Not reported,Optaflu,Not reported,Novartis,Vaccine,solution for injection,intramuscular,approved,withdrawn,Not reported,Not reported,no,no,"Prophylaxis of influenza for adults, especially in those who run an increased risk of associated complications.","Prophylaxis of influenza for adults, especially in those who run an increased risk of associated complications.",Infectious and parasitic diseases,Not reported,Not reported,no,NA
zelnorm-epar-refusal-public-assessment-report_en.pdf,Not reported,EMEA/H/C/621,ZELNORM,TEGASEROD,Novartis Europharm Limited,Small molecule,tablet,oral,refused,withdrawn,23.03.2006,2006,no,no,repeated symptomatic short-term treatment of Irritable Bowel Syndrome in women whose predominant bowel habit is constipation (IBS-C),NA,Diseases of the digestive system,29.09.2004,2004,no,NA
axura-epar-scientific-discussion_en.pdf,Not reported,Not reported,Axura,memantine,Merz Pharmaceuticals GmbH,Small molecule,tablet; oral solution,oral,approved,authorised,Not reported,Not reported,no,no,treatment of patients with moderately severe to severe Alzheimer’s disease and vascular dementia,treatment of patients with moderately severe to severe Alzheimer’s disease,Mental and behavioural disorders; Diseases of the nervous system,Not reported,Not reported,no,NA
enpaxiq-withdrawal-assessment-report_en.pdf,EMA/178779/2017,EMEA/H/C/004193/0000,Enpaxiq,pacritinib,Not reported,Small molecule,hard capsules,oral,refused,NA,15.09.2016,2016,Not reported,no,"treatment of splenomegaly or symptoms in adult patients with primary myelofibrosis (PMF), post-polycythaemia vera myelofibrosis (PPV-MF), and post-essential thrombocythaemia myelofibrosis (PET-MF)",NA,Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
naveruclif-epar-public-assessment-report_en.pdf,EMA/535209/2023,EMEA/H/C/006173/0000,Naveruclif,paclitaxel,Accord Healthcare S.L.U.,Biologics,powder for dispersion for infusion,intravenous,approved,authorised,09.11.2023,2023,no,no,"Naveruclif monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. Naveruclif in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Naveruclif in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.","Naveruclif monotherapy is indicated for the treatment of metastatic breast cancer in adult patients who have failed first-line treatment for metastatic disease and for whom standard, anthracycline containing therapy is not indicated. Naveruclif in combination with gemcitabine is indicated for the first-line treatment of adult patients with metastatic adenocarcinoma of the pancreas. Naveruclif in combination with carboplatin is indicated for the first-line treatment of non-small cell lung cancer in adult patients who are not candidates for potentially curative surgery and/or radiation therapy.",Neoplasms; Diseases of the respiratory system; Diseases of the digestive system,09.01.2023,2023,yes,Not reported
incruse-epar-public-assessment-report_en.pdf,EMA/175100/2014,EMEA/H/C/002809/0000,Incruse,umeclidinium bromide,Glaxo Group Ltd,Small molecule,"Inhalation powder, pre-dispensed",Inhalation,approved,authorised,20.02.2014,2014,no,no,Maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,Maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,Diseases of the respiratory system,25.04.2013,2013,no,NA
silodyx-epar-public-assessment-report_en.pdf,EMA/72316/2010,EMEA/H/C/001209,Silodyx,silodosin,Recordati Ireland Ltd.,Small molecule,hard capsules,oral,approved,authorised,19.11.2009,2009,no,no,Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH),Treatment of the signs and symptoms of benign prostatic hyperplasia (BPH),Diseases of the genitourinary system,24.07.2009,2009,no,NA
vyjuvek-epar-public-assessment-report_en.pdf,EMA/98574/2025,EMEA/H/C/006330/0000,Vyjuvek,beremagene geperpavec,Krystal Biotech Netherlands B.V.,Gene therapy,suspension and gel,topical,approved,authorised,27.02.2025,2025,yes,no,treatment of patients from birth with dystrophic epidermolysis bullosa (DEB) with mutation(s) in the collagen type VII alpha 1 chain (COL7A1) gene,treatment of patients from birth with dystrophic epidermolysis bullosa (DEB) with mutation(s) in the collagen type VII alpha 1 chain (COL7A1) gene,Diseases of the skin; Congenital malformations and chromosomal abnormalities,30.10.2023,2023,no,NA
glustin-epar-scientific-discussion_en.pdf,Not reported,Not reported,Glustin,Pioglitazone hydrochloride,Not reported,Small molecule,Tablet,Oral,approved,withdrawn,Not reported,Not reported,no,no,Type 2 diabetes mellitus,Type 2 diabetes mellitus,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
emselex-epar-scientific-discussion_en.pdf,Not reported,EMEA/H/C/000611,Emselex,darifenacin hydrobromide,Novartis Pharma AG,Small molecule,prolonged-release tablet,oral,approved,authorised,Not reported,Not reported,no,no,symptomatic treatment of urge incontinence and/or increased urinary frequency and urgency as may occur in patients with overactive bladder syndrome,symptomatic treatment of urge incontinence and/or increased urinary frequency and urgency as may occur in patients with overactive bladder syndrome,Diseases of the genitourinary system,Not reported,Not reported,no,NA
efavirenz-teva-epar-public-assessment-report_en.pdf,EMA/916997/2011,EMEA/H/C/002352,Efavirenz Teva,efavirenz,Teva Pharma B.V.,Small molecule,film-coated tablets,oral,approved,authorised,20.10.2011,2011,no,no,"antiviral combination treatment of human immunodeficiency virus 1 (HIV 1) infected adults, adolescents and children 3 years of age and older","antiviral combination treatment of human immunodeficiency virus 1 (HIV 1) infected adults, adolescents and children 3 years of age and older",Infectious and parasitic diseases,23.11.2010,2010,yes,NA
enyglid-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/001065,Enyglid,repaglinide,"Krka, d.d., Novo mesto",Small molecule,tablet,oral,approved,authorised,23.07.2009,2009,no,no,"Patients with type 2 diabetes (Non Insulin-Dependent Diabetes Mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.","Patients with type 2 diabetes (Non Insulin-Dependent Diabetes Mellitus (NIDDM)) whose hyperglycaemia can no longer be controlled satisfactorily by diet, weight reduction and exercise. Repaglinide is also indicated in combination with metformin in type 2 diabetes patients who are not satisfactorily controlled on metformin alone.","Endocrine, nutritional, and metabolic diseases",03.09.2008,2008,yes,Not reported
raltegravir-viatris-withdrawal-assessment-report_en.pdf,EMA/116101/2023,EMEA/H/C/005813/0000,Raltegravir Viatris,raltegravir potassium,Viatris,Small molecule,film-coated tablets,oral,refused,NA,15.12.2022,2022,no,no,"treatment of human immunodeficiency virus (HIV-1) infection in adults, and paediatric patients weighing at least 40 kg",NA,Infectious and parasitic diseases,Not reported,Not reported,yes,Not reported
sifrol-epar-scientific-discussion_en.pdf,Not reported,Not reported,Sifrol,Pramipexole,Not reported,Small molecule,Tablet,Oral,approved,authorised,Not reported,Not reported,no,no,Treatment of signs and symptoms of advanced idiopathic Parkinson’s disease in combination with levodopa,Treatment of signs and symptoms of advanced idiopathic Parkinson’s disease in combination with levodopa,Diseases of the nervous system,Not reported,Not reported,no,NA
evoltra-epar-scientific-discussion_en.pdf,Not reported,Not reported,Evoltra,Clofarabine,Not reported,Small molecule,concentrate for solution for infusion,intravenous,approved,authorised,Not reported,Not reported,yes,no,treatment of acute lymphoblastic leukaemia (ALL) in paediatric patients who have relapsed or are refractory after receiving at least two prior regimens,treatment of acute lymphoblastic leukaemia (ALL) in paediatric patients who have relapsed or are refractory after receiving at least two prior regimens,Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
ravicti-epar-public-assessment-report_en.pdf,EMA/676925/2015,EMEA/H/C/003822/0000,Ravicti,glycerol phenylbutyrate,Horizon Therapeutics Limited,Small molecule,oral liquid,oral,approved,authorised,24.09.2015,2015,yes,no,"RAVICTI is indicated for use as a nitrogen-binding agent for chronic management of adult and paediatric patients ≥2 months of age with urea cycle disorders (UCDs – including deficiencies of carbamoyl phosphate synthetase I (CPS), ornithine transcarbamylase (OTC), argininosuccinate synthetase (ASS, also called citrullinemia I), argininosuccinate lyase (ASL, also called arginosuccinic aciduria), arginase I (ARG), CITRIN (also called citrullinemia II) and ornithine translocase (also called HHH [Hyperammonaemia-Hyperornithinemia-Homocitrullinemia Syndrome]) who cannot be managed by dietary protein restriction and/or amino acid supplementation alone.","RAVICTI is indicated for use as a nitrogen-binding agent for chronic management of adult and paediatric patients ≥2 months of age with urea cycle disorders (UCDs – including deficiencies of carbamoyl phosphate synthetase I (CPS), ornithine transcarbamylase (OTC), argininosuccinate synthetase (ASS, also called citrullinemia I), argininosuccinate lyase (ASL, also called arginosuccinic aciduria), arginase I (ARG), and ornithine translocase (also called HHH [Hyperammonaemia-Hyperornithinemia-Homocitrullinemia Syndrome]) who cannot be managed by dietary protein restriction and/or amino acid supplementation alone.","Endocrine, nutritional, and metabolic diseases",02.06.2014,2014,no,NA
janumet-epar-public-assessment-report_en.pdf,Not reported,EMEA/H/C/000861,Janumet,sitagliptin / metformin hydrochloride,Merck Sharp & Dohme Ltd.,Small molecule,film-coated tablets,oral,approved,authorised,16.07.2008,2008,no,no,"Janumet is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on metformin alone or those already being treated with the combination of sitagliptin and metformin. Janumet is also indicated in combination with a sulphonylurea as an adjunct to diet and exercise in patients inadequately controlled with any two of the three agents: metformin, sitagliptin, or a sulphonylurea.",Janumet is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin. Janumet is also indicated in combination with a sulphonylurea as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea.,"Endocrine, nutritional, and metabolic diseases",30.04.2007,2007,no,NA
glivec-epar-scientific-discussion_en.pdf,EMA/000284/2001,EMEA/H/C/000284,Glivec,imatinib mesilate,Novartis Europharm Limited,Small molecule,hard gelatin capsules,oral,approved,authorised,07.11.2001,2001,no,yes,"Treatment of adult patients with Philadelphia chromosome (bcr-abl) positive chronic myeloid leukaemia (CML) in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or myeloid blast crisis.","Treatment of adult patients with Philadelphia chromosome (bcr-abl) positive chronic myeloid leukaemia (CML) in chronic phase after failure of interferon-alpha therapy, or in accelerated phase or myeloid blast crisis.",Neoplasms; Diseases of the blood and blood-forming organs,Not reported,Not reported,no,NA
tabrecta-epar-public-assessment-report_en.pdf,EMA/272390/2022,EMEA/H/C/004845/0000,Tabrecta,capmatinib,Novartis Europharm Limited,Small molecule,film-coated tablet,oral,approved,authorised,22.04.2022,2022,no,no,treatment of adult patients with locally advanced or metastatic non-small cell lung cancer (NSCLC) with a mesenchymal-epithelial transition (MET) exon 14 skipping mutation,"treatment of adult patients with advanced non-small cell lung cancer (NSCLC) harbouring alterations leading to mesenchymal epithelial transition factor gene exon 14 (METex14) skipping, who require systemic therapy following prior treatment with immunotherapy and/or platinum based chemotherapy",Neoplasms; Diseases of the respiratory system,15.04.2021,2021,no,NA
dexdor-epar-public-assessment-report_en.pdf,EMA/789509/2011,EMEA/H/C/002268,Dexdor,dexmedetomidine,Orion Corporation,Small molecule,concentrate for solution for infusion,intravenous,approved,authorised,21.07.2011,2011,no,no,Dexdor is indicated for patients requiring light to moderate sedation in intensive care during or after intubation.,For sedation of adult ICU (Intensive Care Unit) patients requiring a sedation level not deeper than arousal in response to verbal stimulation (corresponding to Richmond Agitation-Sedation Scale (RASS) 0 to -3).,Diseases of the nervous system,29.09.2010,2010,no,NA
simulect-epar-scientific-discussion_en.pdf,Not reported,Not reported,Simulect,basiliximab,Novartis Pharma AG,Biologics,sterile freeze-dried powder for intravenous infusion or injection,intravenous,approved,authorised,Not reported,Not reported,no,yes,prophylaxis of acute organ rejection in de novo allogeneic renal transplantation,prophylaxis of acute organ rejection in de novo allogeneic renal transplantation in adult and paediatric patients,Diseases of the genitourinary system,Not reported,Not reported,no,NA
aldurazyme-epar-scientific-discussion_en.pdf,Not reported,Not reported,Aldurazyme,laronidase,Not reported,Biologics,concentrate for solution for infusion,intravenous,approved,authorised,Not reported,Not reported,Not reported,no,long-term enzyme replacement therapy in patients with a confirmed diagnosis of Mucopolysaccharidosis I (MPS I) to treat the non-neurological manifestations of the disease,long-term enzyme replacement therapy in patients with a confirmed diagnosis of Mucopolysaccharidosis I (MPS I) to treat the non-neurological manifestations of the disease,"Endocrine, nutritional, and metabolic diseases",Not reported,Not reported,no,NA
